2025,11,03,11,30,202511031100,도심권,중구,27,0,좋음
2025,11,03,11,30,202511031100,도심권,종로구,20,14,좋음
2025,11,03,11,30,202511031100,도심권,용산구,30,17,None
2025,11,03,11,30,202511031100,서북권,은평구,21,11,좋음
2025,11,03,11,30,202511031100,서북권,서대문구,18,12,좋음
2025,11,03,11,30,202511031100,서북권,마포구,27,13,좋음
2025,11,03,11,30,202511031100,동북권,광진구,20,9,좋음
2025,11,03,11,30,202511031100,동북권,성동구,23,16,좋음
2025,11,03,11,30,202511031100,동북권,중랑구,17,9,좋음
2025,11,03,11,30,202511031100,동북권,동대문구,20,14,좋음
2025,11,03,11,30,202511031100,동북권,성북구,23,12,좋음
2025,11,03,11,30,202511031100,동북권,도봉구,20,12,좋음
2025,11,03,11,30,202511031100,동북권,강북구,22,8,좋음
2025,11,03,11,30,202511031100,동북권,노원구,20,10,좋음
2025,11,03,11,30,202511031100,서남권,강서구,25,10,좋음
2025,11,03,11,30,202511031100,서남권,구로구,24,15,좋음
2025,11,03,11,30,202511031100,서남권,영등포구,25,15,좋음
2025,11,03,11,30,202511031100,서남권,동작구,30,13,좋음
2025,11,03,11,30,202511031100,서남권,관악구,25,12,좋음
2025,11,03,11,30,202511031100,서남권,금천구,29,0,좋음
2025,11,03,11,30,202511031100,서남권,양천구,25,10,좋음
2025,11,03,11,30,202511031100,동남권,강남구,18,5,좋음
2025,11,03,11,30,202511031100,동남권,서초구,30,16,좋음
2025,11,03,11,30,202511031100,동남권,송파구,26,5,좋음
2025,11,03,11,30,202511031100,동남권,강동구,28,9,좋음
